NO,Operator,Node_Status,Life,Asset,Province,Service_Center,Brand,NE_IP,NE_Name,NE_Type,Bandwidth,Used_Port,Free_Port,Total,Battery_life,Type,PON_Type,OLT_Slot,Platform,Name_Umbo,customer_Umbo,OLT_Twin,Procurement_OLT,Procurement_Battery_Li_On,Battery_Site,Asset_Battery,Check_Update_OLT
"831","NT","Online","รอสอบถาม","null","เชียงใหม่","จอมทอง","ZTE","10.230.4.88","CMI_NT2_BLG_Outdoor(LR)","C320v2","10G","7","1","161","1 - 2 ปี","Outdoor","LR","2 Slot","-","OLT บ่อหลวง(กิ่วลม)","139","no","null","null","null","null","OLT ยังใช้"
"832","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.185","LPN_NT2_Rim-Ping-M5_10.230.33.185_Outdoor(LR)","C320v2","10G","10","6","161","6 - 8 ปี","Outdoor","LR","2 Slot","-","เจดีย์ขาว(ริมปิง ม.5)","61","no","null","2569","48V 20Ah & EMM","202011080608","OLT ยังใช้"
"833","NT","Online","รอสอบถาม","null","แพร่","แพร่ 1","ZTE","10.230.49.184","PRE_NT2_Huayma(TT&T)_Outdoor(ER)","C320v2","10G","8","0","161","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT2_ห้วยม้า TT&T","164","no","null","2569","48V 20Ah & EMM","205011496691","OLT ยังใช้"
"834","NT","Online","รอสอบถาม","null","แพร่","แพร่ 1","ZTE","10.230.49.170","PRE_NT2_BanLoaM5_Outdoor(LR)","C320v2","10G","10","6","161","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_NT2_บ้านเหล่า ม.5","155","no","null","null","null","null","OLT ยังใช้"
"835","24K","null","null","null","กำแพงเพชร","คลองขลุง","ZTE","10.223.157.68","kpt-npi-24kolt01(10.223.157.68)","C320v2","10G","7","1","161","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"836","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หนองไผ่ 2","Huawei_NT1","10.152.74.133","SriThep_MA5608T(10.152.74.133)","MA5603T","10G","12","4","161","3 - 5 ปี","ไม่ระบุ","0","7 Slot","-","NT1_CDMA ศรีเทพ","161","-","null","null","null","null","OLT ยังใช้"
"837","24K","null","null","null","เชียงราย","แม่จัน","ZTE","10.223.156.71","cri-laol14-24kolt01(10.223.156.71)","C320v2","10G","7","1","161","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"838","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.40","NAN_NT2_BMKT_Outdoor","C320v2","10G","8","4","160","3 - 5 ปี","Outdoor","null","2 Slot","-","nan_bmkt_zte01 บ้านมงคลนิมิตร","162","no","null","null","null","null","OLT ยังใช้"
"839","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.198","LPN_NT2_Nong-Sew_10.230.33.198_Outdoor(LR)","C320v2","10G","8","0","160","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT หนองซิว","165","no","null","null","null","null","OLT ยังใช้"
"840","NT","Online","รอสอบถาม","null","อุตรดิตถ์","น้ำปาด","ZTE","10.229.33.118","UTT_NT2_NMM9 NamHman_Outdoor(ER)","C320v2","10G","8","0","160","6 - 8 ปี","Outdoor","ER","2 Slot","-","OLT_NT_น้ำหมัน ม.9","159","no","null","2568 (จว. ขอระหว่างปี)","48V 20Ah & EMM","202011086735","OLT ยังใช้"
"841","NT","Online","รอสอบถาม","null","สุโขทัย","สวรรคโลก 2","Fiberhome","10.162.13.132","STI_NT1_WMK_Outdoor(ER) วังไม้ขอน-10.162.13.132 3G","AN5516-04","10G","8","0","160","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT1_วังไม้ขอน FBH","136","no","null","null","null","null","OLT ยังใช้"
"842","NT","Online","รอสอบถาม","null","พิษณุโลก","บางระกำ","ZTE","10.229.12.128","PLK_NT2_PRD_10.229.12.128_Outdoor(LR)","C320v1.2","10G","11","5","160","3 - 5 ปี","Outdoor","LR","2 Slot","-","NT2_ปลักแรด","149","no","null","null","null","null","OLT ยังใช้"
"843","NT","Online","รอสอบถาม","null","ลำพูน","ป่าซาง","ZTE","10.230.37.81","LPN_NT2_MAE MOEI_10.230.37.81_Outdoor(LR)","C320v2","10G","8","0","160","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT MaeMoei(แม่เมย)","162","no","null","null","null","null","OLT ยังใช้"
"844","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","ZTE","10.229.17.156","TAK_NT2_BTK_ThungKraCho_Outdoor(ER)","C320v2","10G","7","1","160","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ทุ่งกระเชาะ","111","no","null","null","null","null","OLT ยังใช้"
"845","24K","null","null","null","เชียงใหม่","เชียงดาว","ZTE","10.223.154.64","cmi-pl16-24kolt01(10.223.154.64)","C320v2","10G","6","2","160","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"846","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.127","STI_NT2_PAFK_Outdoor(ER)","C320v2","10G","8","0","160","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ป่าแฝก ม.6","159","no","null","null","null","null","OLT ยังใช้"
"847","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.21","NAN_NT2_BMJ_Outdoor","C320v2","10G","7","1","159","3 - 5 ปี","Outdoor","null","2 Slot","-","nan_bmj_zte01 เมืองจัง","162","no","null","2569","48V 20Ah & EMM","202011094037","OLT ยังใช้"
"848","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.94","STI_NT2_MKO_Indoor(LR)","C320v1.2","10G","8","8","159","6 - 8 ปี","Indoor","LR","2 Slot","-","OLT_NT_เมืองเก่า","150","no","null","null","null","null","OLT ยังใช้"
"849","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","ZTE","10.230.41.127","LPG_NT2_SunRatchakan_Indoor(LR)","C320v2","10G","8","0","158","3 - 5 ปี","Indoor","LR","2 Slot","-","LPG-FTTx-GOV ศูนย์ราชการ","155","no","null","null","null","null","OLT ยังใช้"
"850","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","แม่สะเรียง 1","ZTE","10.230.25.66","MSN_NT2_Na_Khao_Cab#7_Outdoor(LR)","C320v1.2","10G","7","1","158","3 - 5 ปี","Outdoor","LR","2 Slot","-","Maesaring-cab-7","125","no","null","null","null","null","OLT ยังใช้"
"851","24K","null","null","null","แพร่","แพร่ 2","ZTE","10.223.166.17","pre-soa9-24kolt01(10.223.166.17)","C320v2","10G","5","3","158","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"852","NT","Online","รอสอบถาม","null","นครสวรรค์","ปากน้ำโพ","ZTE","10.229.69.198","NSN_NT2_Nong Ben_Indoor(LR)","C620","10G","13","19","158","1 - 2 ปี","Indoor","LR","2 Slot","New Platform","หนองเบน_C620","157","no","null","null","null","null","OLT ยังใช้"
"853","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","Fiberhome","10.162.32.130","CMI_NT1_SVC_Indoor(LR)","AN5516-06","10G","22","2","157","9 ปีขึ้นไป","Indoor","LR","6 Slot","-","OLT_NT1_ศรีวิชัย","106","-","null","null","null","null","OLT ยังใช้"
"854","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","Fiberhome","10.162.111.131","LPG_NT1_BFON_Indoor_______________บ้านฟ่อน__Uplink__10G","AN5516-04","10G","12","12","157","6 - 8 ปี","Indoor","LR","2 Slot","-","NT1_LPG_GPON-FH BanFon NT1","110","no","null","null","null","null","OLT ยังใช้"
"855","NT","Online","รอสอบถาม","null","ตาก","แม่สอด 1","ZTE","10.229.21.111","TAK_NT2_RMI_Cab#004_Outdoor(LR)","C320v2","10G","8","0","157","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_NT_ริมเมย CAB#004","155","no","2569","null","null","null","OLT ยังใช้"
"856","NT","Online","รอสอบถาม","null","เพชรบูรณ์","หล่มสัก 1","ZTE","10.229.85.165","PBN_NT2_YaekWatThung_Outdoor (LR)","C320v2","10G","4","4","157","1 - 2 ปี","Outdoor","LR","2 Slot","-","OLT_YWTG_ชส.แยกวัดทุ่ง (FTTx)","155","no","null","null","null","null","OLT ยังใช้"
"857","NT","Online","รอสอบถาม","null","นครสวรรค์","ปากน้ำโพ","ZTE","10.229.69.110","NSN_NT2_WatKhiriWong_Outdoor(ER)","C620","10G","9","7","157","1 - 2 ปี","Outdoor","ER","2 Slot","New Platform","OLT_วัดคีรีวงค์ FTTx","160","no","null","null","null","null","OLT ยังใช้"
"858","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงดาว","ZTE","10.230.1.199","CMI_NT2_MN10_Outdoor(ER)","C320v2","10G","7","9","157","9 ปีขึ้นไป","Outdoor","ER","2 Slot","-","OLT_เมืองนะ ม.10 (FTTx)","140","no","null","null","null","null","OLT ยังใช้"
"859","NT","Online","10","null","เพชรบูรณ์","หล่มสัก 2","Calix","10.152.152.131","NT1_CDMA แคมป์สน","E7-2","10G","16","0","156","1 - 2 ปี","Indoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"860","NT","Online","10","null","นครสวรรค์","ตาคลี 1","Calix","10.152.55.136","NT1_สค.ตาคลี 2","E7-2","10G","15","1","156","1 - 2 ปี","Indoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"861","24K","null","null","null","พะเยา","เชียงคำ","ZTE","10.223.167.39","pyo-wpnd-24kolt01(10.223.167.39)","C320v2","10G","6","2","156","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"862","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 2","Huawei_NT1","10.152.117.132","NongYai_MA5608T(10.152.117.132)","MA5608T","10G","5","3","156","3 - 5 ปี","ไม่ระบุ","0","2 Slot","-","NT1_หนองใหญ่","159","no","null","null","null","null","OLT ยังใช้"
"863","NT","Online","6","null","เพชรบูรณ์","หล่มสัก 2","Calix","10.152.151.132","NT1_ปากดุก2","E7-2","10G","14","2","156","1 - 2 ปี","Indoor","LR","2 Slot (Max 24 Port)","-","null","null","no","null","null","null","null","OLT ยังใช้"
"864","24K","null","null","null","กำแพงเพชร","กำแพงเพชร 1","ZTE","10.223.157.114","kpt-tms-24kolt01(10.223.157.114)","C320v2","10G","6","2","156","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"865","NT","Online","รอสอบถาม","null","พิษณุโลก","วังทอง","ZTE","10.229.12.110","PLK_NT2_DIN_10.229.12.110_Indoor(LR)","C320v1.2","10G","8","0","155","9 ปีขึ้นไป","Indoor","LR","2 Slot","-","NT2_ดินทอง","152","no","2567","null","null","null","OLT ยังใช้"
"866","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","ZTE","10.229.17.120","TAK_NT2_WPR1_WangPraJob_M.1_Outdoor(LR)","C320v2","10G","8","8","155","6 - 8 ปี","Outdoor","LR","2 Slot","-","OLT_NT_วังประจบ ม.1","150","no","2567","null","null","null","OLT ยังใช้"
"867","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.12","NAN_NT2_TTG_Outdoor","C320v2","10G","8","0","155","6 - 8 ปี","Outdoor","null","2 Slot","-","nan_ttg_zte01 ถึมตอง","158","no","null","null","null","null","OLT ยังใช้"
"868","24K","null","null","null","กำแพงเพชร","สลกบาตร","ZTE","10.223.157.110","kpt-nce-24kolt01(10.223.157.110)","C320v2","10G","8","0","155","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"869","NT","Online","รอสอบถาม","null","อุตรดิตถ์","น้ำปาด","ZTE","10.229.33.113","UTT_NT2_MUM2 Muang7Ton_Outdoor(ER)","C320v2","10G","8","0","155","6 - 8 ปี","Outdoor","ER","2 Slot","-","OLT_NT_ม่วงเจ็ดต้น ม.2","162","no","null","2569","48V 20Ah & EMM","202011086473","OLT ยังใช้"
"870","NT","Online","รอสอบถาม","null","เชียงใหม่","ฝาง 1","ZTE","10.230.1.116","CMI_NT2_TTM3_Outdoor(ER)","C320v2","10G","8","0","155","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT TOT ท่าตอน","138","no","null","null","null","null","OLT ยังใช้"
"871","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.184","LPN_NT2_HUAI_Yab_10.230.33.184_Outdoor(LR)","C320v2","10G","8","0","154","6 - 8 ปี","Outdoor","LR","2 Slot","-","OLT ห้วยยาบ","157","no","null","2568 (จว. ขอระหว่างปี)","12V 12Ah","202011093706","OLT ยังใช้"
"872","24K","null","null","null","ลำปาง","ลำปาง 1","ZTE","10.223.158.10","lpg-mpn-24kolt01(10.223.158.10)","C320v2","10G","7","1","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"873","24K","null","null","null","กำแพงเพชร","คลองขลุง","ZTE","10.223.157.61","kpt-kbn-24kolt01(10.223.157.61)","C320v2","10G","6","2","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"874","NT","null","null","null","น่าน","เวียงสา","ZTE","10.223.250.2","nan-nni-totolt015(nanoi)","C320v2","10G","8","0","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","NAN-NNI-TOTOLT015 (USO บ้านใหม่หัวดง)","159","no","null","null","null","null","OLT ไม่มีในข้อมูลใหม่"
"875","NT","Online","รอสอบถาม","null","เชียงใหม่","เชียงใหม่","Fiberhome","10.162.32.131","CMI_NT1_700_Indoor(LR)","AN5516-04","10G","13","3","154","9 ปีขึ้นไป","Indoor","LR","2 Slot","-","OLT_NT1_สนามกีฬา 700 ปี","130","no","null","null","null","null","OLT ยังใช้"
"876","NT","Online","รอสอบถาม","null","พิจิตร","ตะพานหิน 1","Huawei_NT1","10.152.52.134","TaPhanHin_MA5603T(10.152.52.134)","MA5603T","10G","15","1","154","9 ปีขึ้นไป","ไม่ระบุ","0","7 Slot","-","NT1_ตะพานหิน","156","-","null","null","null","null","OLT ยังใช้"
"877","24K","null","null","null","เชียงใหม่","สันทราย","ZTE","10.223.154.11","cmi-pjd6-24kolt01(10.223.154.11)","C320v2","10G","6","2","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"878","24K","null","null","null","ตาก","แม่สอด 1","ZTE","10.223.169.20","tak-mks-24kolt01(10.223.169.20)","C320v2","10G","6","2","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"879","NT","Online","รอสอบถาม","null","ลำปาง","เถิน 1","Fiberhome","10.162.137.140","LPG-THN-สบปราบ-GPON 10G","AN5516-04","10G","15","1","154","9 ปีขึ้นไป","ไม่ระบุในชื่อ Node","null","2 Slot","-","NT1_lp-spbs-ol-f554-1","120","no","null","null","null","null","OLT ยังใช้"
"880","BigRock","null","null","null","เชียงราย","เวียงป่าเป้า","ZTE","10.223.156.127","cri-bynm-bigrock-olt01(10.223.156.127)","C320v2","10G","14","2","154","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"881","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 1","ZTE","10.229.85.121","PBN_NT2_BanKok_Outdoor (LR)","C320v2","10G","8","0","154","6 - 8 ปี","Outdoor","LR","2 Slot","-","บ้านโคก(FTTx)","157","no","null","null","null","null","OLT ยังใช้"
"882","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","null","Fiberhome","10.162.52.133","MSN_NT1_MHS_MaeHongSon_ชส.แม่ฮ่องสอน_XGSPON_10G_Indoor","AN6000-15","10G","16","0","154","ไม่ระบุ","Indoor","LR","15 Slot","New Platform","null","null","no","null","null","null","null","OLT ยังใช้"
"883","NT","Online","รอสอบถาม","null","พิษณุโลก","พิษณุโลก 1","Huawei_NT2","10.229.7.22","PLK_NT2_WKG_xgspon_10.229.7.22_Outdoor(LR)","MA5800-X15","10G","8","8","153","3 - 5 ปี","Outdoor","LR","15 Slot","New Platform","OLT_XGsPON_วงฆ้อง","146","-","null","null","null","null","OLT ยังใช้"
"884","NT","Online","รอสอบถาม","null","เชียงใหม่","แม่ริม","ZTE","10.230.1.197","CMI_NT2_MKY2_Outdoor(ER)","C320v2","1G","8","0","153","6 - 8 ปี","Outdoor","ER","2 Slot","-","cmi_mky2_olt01_(เมืองก๋าย ม.2)","126","no","null","null","null","null","OLT ยังใช้"
"885","NT","Online","รอสอบถาม","null","กำแพงเพชร","กำแพงเพชร 1","ZTE","10.230.77.27","KPT_NT2_TMI2_Outdoor(LR)","C320v2","10G","15","1","153","6 - 8 ปี","Outdoor","LR","2 Slot","-","KPT_NT2_TMI2_วังควง_OUTDOOR[LR]","151","no","null","null","null","null","OLT ยังใช้"
"886","NT","Online","รอสอบถาม","null","พิจิตร","พิจิตร 1","ZTE","10.255.23.29","PCT_NT2_Thaluang_Indoor","C320v1.2","10G","4","8","153","6 - 8 ปี","Indoor","LR","2 Slot","-","ThaLuang","149","no","null","null","null","null","OLT ยังใช้"
"887","24K","null","null","null","เชียงราย","เวียงป่าเป้า","ZTE","10.223.156.93","cri-thup7-24kolt01(10.223.156.93)","C320v2","10G","7","9","153","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"888","NT","Online","รอสอบถาม","null","ตาก","แม่สอด 1","ZTE","10.229.17.152","TAK_NT2_UPG_NongLuang_Outdoor(ER)","C320v2","10G","6","2","153","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_หนองหลวง(แยกเคลอคี)","143","no","null","null","null","null","OLT ยังใช้"
"889","NT","Online","รอสอบถาม","null","อุตรดิตถ์","อุตรดิตถ์ 1","ZTE","10.229.33.161","UTT_NT2_X-GPON Uttaradit_Indoor","C320v2","10G","7","1","152","3 - 5 ปี","Indoor","LR","2 Slot","-","OLT_NT_อุตรดิตถ์(XGPON)","148","no","null","null","null","null","OLT ยังใช้"
"890","24K","null","null","null","ลำปาง","ลำปาง 1","ZTE","10.223.158.67","lpg-sdc-24kolt01(10.223.158.67)","C320v2","10G","5","3","152","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"891","NT","Online","รอสอบถาม","null","ลำพูน","ลำพูน 1","ZTE","10.230.33.201","LPN_NT2_Mae-San-Padad_10.230.33.201_Outdoor(LR)","C320v2","10G","10","6","152","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT แม่สารป่าแดด.2","152","no","null","null","null","null","OLT ยังใช้"
"892","24K","null","null","null","นครสวรรค์","ท่าตะโก","ZTE","10.223.162.187","nsn-ttkpnr1-24kolt01(10.223.162.187) Phanom Rok 1","C320v2","10G","5","3","152","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"893","NT","Online","รอสอบถาม","null","นครสวรรค์","ปากน้ำโพ","ZTE","10.229.69.79","NSN_NT2_Carifornia V2_Outdoor(LR)","C320v2","10G","14","2","152","6 - 8 ปี","Outdoor","LR","2 Slot","-","nsn-clfn-olt01","153","no","null","null","null","null","OLT ยังใช้"
"894","NT","Online","รอสอบถาม","null","เชียงใหม่","สันกำแพง","ZTE","10.230.1.231","CMI_NT2_HYSSKP_Outdoor(LR)","C320v2","10G","4","4","152","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_ห้วยทราย สันกำแพง","142","no","null","null","null","null","OLT ยังใช้"
"895","NT","Online","รอสอบถาม","null","แม่ฮ่องสอน","ปาย 1","ZTE","10.230.25.34","MSN_NT2_Kanghom_kariang_(microwave)","C320v1.2","1G","4","4","152","1 - 2 ปี","ไม่ระบุในชื่อ Node","null","2 Slot","-","OLT_แกงหอมกะเหรี่ยง","150","no","null","null","null","null","OLT ยังใช้"
"896","24K","null","null","null","พิษณุโลก","นครไทย","ZTE","10.223.165.112","plk-nkk-24kolt02-Ban na kai kea(10.223.165.112)","C320v2","10G","5","3","152","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"897","NT","Online","รอสอบถาม","null","กำแพงเพชร","ชากังราว","Huawei_NT2","10.230.77.56","KPT_NT2_TSKD_ท่าเสากระโดง_OUTDOOR[LR]","MA5800-X2","10G","8","0","152","3 - 5 ปี","Outdoor","LR","2 Slot","New Platform","KPT_NT2_TSKD_ท่าเสากระโดง_OUTDOOR[LR]","154","no","null","null","null","null","OLT ยังใช้"
"898","24K","null","null","null","น่าน","เวียงสา","ZTE","10.223.161.3","nan-bnh-24kolt01(10.223.161.3)","C320v2","10G","4","4","152","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"899","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 2","Huawei_NT1","10.152.195.133","NT1_บ้าน กม.2","MA5608T","10G","8","8","151","1 - 2 ปี","Outdoor","null","2 Slot","-","NT1_บ้าน กม.2","147","no","null","null","null","null","OLT ยังใช้"
"900","NT","Online","รอสอบถาม","null","แพร่","สูงเม่น","Fiberhome","10.162.11.133","PRE_NT1_SMN_Indoor(LR)","AN5516-04","10G","9","7","151","9 ปีขึ้นไป","Indoor","LR","2 Slot","-","OLT_NT1_สูงเม่น","94","no","null","null","null","null","OLT ยังใช้"
"901","NT","Online","รอสอบถาม","null","เชียงใหม่","แม่ริม","ZTE","10.230.1.190","CMI_NT2_PYG_Outdoor(LR)","C320v2","10G","12","4","151","6 - 8 ปี","Outdoor","LR","2 Slot","-","CMI_POYG_OLT01_(โป่งแยง)","120","no","null","null","null","null","OLT ยังใช้"
"902","NT","Online","รอสอบถาม","null","นครสวรรค์","ปากน้ำโพ","ZTE","10.229.69.196","NSN_NT2_Chaopraya_Indoor(LR)","C620","10G","8","24","151","1 - 2 ปี","Indoor","LR","2 Slot","New Platform","เจ้าพระยา_C620","133","no","null","null","null","null","OLT ยังใช้"
"903","NT","Online","รอสอบถาม","null","ตาก","ตาก 1","Fiberhome","10.162.184.136","TAK_NT1_pdgs_Indoor (LR) @(PongDang)_BPDGOC_10.162.184.136_1G","AN5516-04","10G","7","1","151","1 - 2 ปี","Indoor","LR","2 Slot","-","OLT_NT1_บ้านโป่งแดง","103","no","null","null","null","null","OLT ยังใช้"
"904","NT","Online","รอสอบถาม","null","ตาก","แม่ระมาด","Huawei_NT2","10.229.20.7","TAK_NT2_MEC8_MaeChaRao_M.8_Outdoor(LR)","MA5608T","10G","4","4","151","6 - 8 ปี","Outdoor","LR","2 Slot","-","OLT_NT_แม่จะเรา ม.8","149","no","null","null","null","null","OLT ยังใช้"
"905","NT","Online","รอสอบถาม","null","ลำปาง","ลำปาง 1","Huawei_NT2","10.230.223.30","LPG_NT2_BaanKluaiPhae_Indoor(LR)","MA5608T","10G","6","2","151","6 - 8 ปี","Indoor","LR","2 Slot","-","LPG_กล้วยแพะ","147","no","null","null","null","null","OLT ยังใช้"
"906","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.97","STI_NT2_KRNK_Indoor(LR)","C320v1.2","10G","8","0","151","3 - 5 ปี","Indoor","LR","2 Slot","-","OLT_NT_ไกรนอก","138","no","2569","null","null","null","OLT ยังใช้"
"907","NT","Online","รอสอบถาม","null","สุโขทัย","สุโขทัย 1","ZTE","10.229.29.123","STI_NT2_STI-WKNG_Outdoor(ER)","C320v1.2","10G","7","1","151","3 - 5 ปี","Outdoor","ER","2 Slot","-","OLT_NT_วัดกำแพงงาม","155","no","2567","null","null","null","OLT ยังใช้"
"908","NT","Online","รอสอบถาม","null","เพชรบูรณ์","เพชรบูรณ์ 1","ZTE","10.229.85.122","PBN_NT2_NaPa_Outdoor (LR)","C320v1.2","10G","8","0","151","3 - 5 ปี","Outdoor","LR","2 Slot","-","OLT_นาป่า ม.3 (FTTx)","157","no","2569","2569","48V 50Ah","202011086687","OLT ยังใช้"
"909","NT","Online","รอสอบถาม","null","เพชรบูรณ์","null","ZTE","10.229.85.131","PBN_NT2_NamKor_Outdoor (LR)","C320v1.2","10G","6","2","150","ไม่ระบุ","Outdoor","LR","2 Slot","-","น้ำก้อ","166","no","null","null","null","null","OLT ยังใช้"
"910","NT","Online","รอสอบถาม","null","น่าน","น่าน 1","ZTE","10.230.62.32","NAN_NT2_NKM_Outdoor","C320v2","10G","7","1","150","3 - 5 ปี","Outdoor","null","2 Slot","-","nan_nkm_zte01 น้ำครกใหม่","119","no","null","null","null","null","OLT ยังใช้"
"911","24K","null","null","null","พิษณุโลก","ม.นเรศวร","ZTE","10.223.165.52","plk-ksl-24kolt01-Ban Khok sa lud(10.223.165.52)","C320v2","10G","7","9","150","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"912","NT","Online","รอสอบถาม","null","พิษณุโลก","พิษณุโลก 1","ZTE","10.229.12.190","PLK_NT2_OBJ_10.229.12.190_Outdoor(LR)","C320v1.2","10G","11","5","150","3 - 5 ปี","Outdoor","LR","2 Slot","-","NT2_อบจ. พิษณุโลก","152","no","null","null","null","null","OLT ยังใช้"
"913","NT","Online","รอสอบถาม","null","เชียงใหม่","จอมทอง","ZTE","10.230.4.213","CMI_NT2_BKK_Indoor(LR)","C320v2","10G","8","8","150","6 - 8 ปี","Indoor","LR","2 Slot","-","OLT บ้านขุนกลาง (FTTx)","135","no","null","null","null","null","OLT ยังใช้"
"914","24K","null","null","null","พิษณุโลก","บางระกำ","ZTE","10.223.165.34","plk-nkp-24kolt07-Ban Ni khom pattana(10.223.165.34)","C320v2","10G","7","1","150","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"915","24K","null","null","null","แพร่","แพร่ 1","ZTE","10.223.166.15","pre-hmi-24kolt01(10.223.166.15)","C320v2","10G","8","0","149","6 - 8 ปี","ไม่พบใน Mng","null","2 Slot","-","null","null","no","null","null","null","null","ไม่ใช่ OLT NT ไม่มีใน Mng"
"916","NT","Online","รอสอบถาม","null","พิจิตร","บางมูลนาก","ZTE","10.255.23.30","PCT_NT2_WatThaChang_Outdoor(ER)","C320v2","10G","4","4","149","3 - 5 ปี","Outdoor","ER","2 Slot","-","ท่าช้าง","149","no","null","null","null","null","OLT ยังใช้"
