ID,LocationName,Latitude,Longitude,ServiceCenter,Province,Type
102232433,kpt-slb-USOOLT554NSR,16.03321417845,99.66092629535,NT2,กำแพงเพชร,D
1022324330,kpt-slb-USOOLT540WPO,15.92190703537,99.46617757539,NT2,กำแพงเพชร,D
1022324331,kpt-slb-USOOLT543PBK,15.92871450513,99.54148782630,NT2,กำแพงเพชร,D
1022324332,kpt-slb-USOOLT550PMK,15.93201657887,99.49834167171,NT2,กำแพงเพชร,D
1022324338,kpt-kwb-USOOLT568STG,16.31025334246,99.97148166719,NT2,กำแพงเพชร,D
102232434,kpt-kln-USOOLT555PlangSi,16.04510028095,99.28985032506,NT2,กำแพงเพชร,D
1022324342,kpt-kpt-USOOLT595MMO,16.32778995759,99.40700825795,NT2,กำแพงเพชร,D
1022324348,kpt-ncm-USOOLT599NDN,16.52114268948,99.23002908955,NT2,กำแพงเพชร,D
102232435,kpt-pst-USOOLT558PTW,16.02632242835,99.36844600923,NT2,กำแพงเพชร,D
1022324358,kpt-slb-USOOLT569SKS,15.95176290413,99.38434234173,NT2,กำแพงเพชร,D
1022324359,kpt-kpt-USOOLT562NKM,16.49251635103,99.68811286893,NT2,กำแพงเพชร,D
102232436,kpt-slb-USOOLT559WNS,16.00613860602,99.69112469962,NT2,กำแพงเพชร,D
1022324360,kpt-kkg-USOOLT584TSI,16.30204900124,99.82131167209,NT2,กำแพงเพชร,D
1022324361,kpt-kwb-USOOLT614TTG,16.34273680453,99.84375416221,NT2,กำแพงเพชร,D
102232437,kpt-kwb-USOOLT564TNN,16.29817653110,99.87698818290,NT2,กำแพงเพชร,D
102232438,kpt-kkg-USOOLT566NPN,16.24664579142,99.53150877093,NT2,กำแพงเพชร,D
102232439,kpt-kwb-USOOLT570BSR,16.31535090376,99.93503735776,NT2,กำแพงเพชร,D
10230771,KPT_NT2_KPT_กำแพงเพชร_INDOOR[LR],16.47552891311,99.52949508714,NT2,กำแพงเพชร,C
102307710,KPT_NT2_KMLI_คลองแม่ลาย_D[LR],16.40934902279,99.52167137288,NT2,กำแพงเพชร,D
102307711,KPT_NT2_KLN_คลองลาน_INDOOR[LR],16.20419471106,99.31939526223,NT2,กำแพงเพชร,C
102307712,KPT_NT2_KPKI_คลองพิไกร_D[LR],16.65841044324,99.72822828911,NT2,กำแพงเพชร,D
102307713,KPT_NT2_SNG_ไทรงาม_INDOOR[LR],16.47428732230,99.89792897128,NT2,กำแพงเพชร,C
102307714,KPT_NT2_PDG_ปากดง_INDOOR[LR],16.35914338287,99.57871588714,NT2,กำแพงเพชร,C
102307715,KPT_NT2_TNK เทพนคร_INDOOR[LR],16.38209178128,99.56619872473,NT2,กำแพงเพชร,C
102307716,KPT_NT2_PST_ปางศิลาทอง_INDOOR[LR],16.10503034850,99.50267596863,NT2,กำแพงเพชร,C
102307717,KPT_NT2_KTE_คณฑี_D[ER],16.34765912744,99.66299842890,NT2,กำแพงเพชร,D
102307718,KPT_NT2_WKM2_วังแขม_D[LR],16.17110766655,99.79836805485,NT2,กำแพงเพชร,D
102307719,KPT_NT2_NBM_นาบ่อคำ_INDOOR[LR],16.40498523881,99.36057253503,NT2,กำแพงเพชร,C
10230772,KPT_NT2_NCM_นครชุม_INDOOR[LR],16.47894557203,99.49919049570,NT2,กำแพงเพชร,C
102307720,KPT_NT2_NKTP_นิคมทุ่งโพธิ์ทะเล_D[ER],16.49263321801,99.68806220912,NT2,กำแพงเพชร,D
102307721,KPT_NT2_SWN_ทุ่งทราย ม.15_D[LR],16.31032340708,99.83191191877,NT2,กำแพงเพชร,D
102307722,KPT_NT2_BBNG_บ่อเงิน_D[LR],16.47861415786,99.59266408411,NT2,กำแพงเพชร,D
102307723,KPT_NT2_RHN_ระหาน ม.3_D[LR],16.15691580374,99.94243498843,NT2,กำแพงเพชร,D
102307724,KPT_NT2_GOV_ศูนย์ราชการฯ_INDOOR[LR],16.55463914205,99.51112236442,NT2,กำแพงเพชร,C
102307725,KPT_NT2_PKID_ที่ว่าการ อ.พรานกระต่าย_D[LR],16.66419931286,99.58864668192,NT2,กำแพงเพชร,D
102307726,KPT_NT2_KM2_แยกพิจิตร_D[LR],16.47362696193,99.55055944995,NT2,กำแพงเพชร,D
102307727,KPT_NT2_TMI2_วังควง_D[LR],16.73380155374,99.44132479981,NT2,กำแพงเพชร,D
102307728,KPT_NT2_PMK_ปางมะค่า_D[ER],15.93191541154,99.49730673623,NT2,กำแพงเพชร,D
102307729,KPT_NT2_TTE_ทุ่งเศรษฐี_D[LR],16.45314450041,99.49665009990,NT2,กำแพงเพชร,D
10230773,KPT_NT2_SLB_สลกบาตร_INDOOR[LR],15.99160490222,99.79976890675,NT2,กำแพงเพชร,C
102307730,KPT_NT2_PDGM_ตลาดปากดง_D[LR],16.35549966621,99.57573943811,NT2,กำแพงเพชร,D
